,price,expenses,m2,rooms,bathrooms,years,address,barrio,subbarrio,note,link
5,155000,NaN,76,2,2,0,Andalgala 1100,Liniers,,Depto 3 amb a estrenar con balcón y parrilla,/departamento-en-venta-en-liniers-3-ambientes--7768582
6,155000,NaN,67,2,2,0,Tonelero 6000,Liniers,,Semipisos 3 amb a estrenar con balcon y parrilla,/departamento-en-venta-en-liniers-3-ambientes--7772293
7,70000,NaN,36,0,1,0,R Alcaraz 4900, Floresta,Monte Castro,Monoambientes a estrenar con cochera,/departamento-en-venta-en-monte-castro-1-ambiente--5543550
8,115000,NaN,47,1,1,0,"R Alcaraz 4900, Piso 6", Floresta,Monte Castro,Depto 2 amb a estrenar con balcon y parrilla,/departamento-en-venta-en-monte-castro-2-ambientes--7983667
9,115000,NaN,55,1,1,0,Manuel Artigas 6100,Mataderos,,"Departamentos de 2 ambientes a estrenar con balcon, cochera y baulera",/departamento-en-venta-en-mataderos-2-ambientes--6456303
10,115000,2500,47,1,1,0,Zelada 6400,Mataderos,,Departamento 2 ambientes con Balcon y Parrilla,/departamento-en-venta-en-mataderos-2-ambientes--5543652
11,239000,8534,72,2,,14,C Larralde 3700,Saavedra,,Semipiso de 3 Ambientes de Amplios Ambientes con Cochera Muy Luminoso,/departamento-en-venta-en-saavedra-3-ambientes--8260194
12,178000,7065,68,3,2,42,Savio 400,Palermo,,"Departamento  en Venta ubicado en Palermo, Capital Federal - NUN3511_LP408672_1",/departamento-en-venta-en-palermo-4-ambientes--8367203
13,235000,16000,77,2,2,7,"Fray G Arregui 5100, Piso 2", Floresta,Monte Castro,HERMOSO 3 AMB AL FRENTE C/ COCH FIJA CUBIERTA,/departamento-en-venta-en-monte-castro-3-ambientes--8269425
14,269000,6230,57,1,1,11,QUINTANA 4700,Saavedra,,"Departamento  en Venta ubicado en Saavedra, Capital Federal - NUN3503_LP401533_1",/departamento-en-venta-en-saavedra-2-ambientes--8333964
15,242900,NaN,67,2,2,0,Nazarre al 2600,Villa del Parque,,Nazarre 2626 5° B,/departamento-en-venta-en-villa-del-parque-3-ambientes--8324993
16,180000,NaN,64,3,2,40,Cabildo 92,Belgrano,,"Departamento de 4 ambientes en venta c/balcon, A metros de estacion del subte D y tren linea Mitre",/departamento-en-venta-en-belgrano-4-ambientes--8325212
17,285000,14500,85,3,1,48,Beruti y Julián Alvarez,Palermo,,Venta departamento de 4 ambientes,/departamento-en-venta-en-palermo-4-ambientes--8261314
18,80000,900,40,2,1,,"Avenida Nazca 2500, Piso PB",Villa del Parque,,Venta tres ambientes planta baja,/departamento-en-venta-en-villa-del-parque-3-ambientes--8410807
19,875000,74000,340,4,4,70,Av. Callao al 1700 entre Quintana y Guido, Barrio Norte,Recoleta,Venta Departamento en Recoleta Callao y Quintana,/departamento-en-venta-en-recoleta-5-ambientes--7102862
0,275000,30000,165,3,3,10,"Av Nazca 600, Piso 6", Flores,Flores Norte,HERMOSO DEPARTAMENTO - sobre NAZCA -Al Frente -6to. Piso / 3 Dorm. / Amplia Cocina/ Cochera/ 165 m2,/departamento-en-venta-en-flores-norte-4-ambientes--8491133
1,68000,2290,61,2,1,50,"Avelino Diaz 1900, Piso P B",Parque Chacabuco,,PARQUE  CHACABUCO  /   3 AMBIENTES AL FRENTE -  PLANTA BAJA,/departamento-en-venta-en-parque-chacabuco-3-ambientes--8504720
2,125000,3500,47,1,1,0,"Zelada 6400, Piso 3",Mataderos,,Depto 2 amb a estrenar c/terraza,/departamento-en-venta-en-mataderos-2-ambientes--8520609
3,124000,5200,38,1,1,35,Cabildo al 900,Belgrano,,Departamento  2 ambientes en venta super luminoso en Belgrano,/departamento-en-venta-en-belgrano-2-ambientes--8067848
4,11296259,NaN,46,0,1,0,Paraguay  al 800,Centro,,Departamento - Centro (Capital Federal) Ideal Inversion,/departamento-en-venta-en-centro-1-ambiente--8282360
5,19904000,NaN,46,0,1,0,Paraguay  al 800, Barrio Norte,Plaza San Martín,Oportunidad  venta desde el pozo,/departamento-en-venta-en-plaza-san-martin-1-ambiente--8304112
6,11454674,NaN,43,0,1,0,Paraguay  al 800, Barrio Norte,Plaza San Martín,Oportunidad de Inversion En PESOS. Plantas Flexibles.- IDEAL RENTA,/departamento-en-venta-en-plaza-san-martin-1-ambiente--8304145
7,31212885,NaN,67,0,1,0,Paraguay  al 800, Barrio Norte,Plaza San Martín,Venta desde el pozo.,/departamento-en-venta-en-plaza-san-martin-1-ambiente--8304327
8,37130931,NaN,61,0,1,0,Paraguay  al 800, Barrio Norte,Plaza San Martín,Oportunidad de Inversion En PESOS. VENTA del pozo,/departamento-en-venta-en-plaza-san-martin-1-ambiente--8304338
9,18398575,NaN,46,0,1,0,Paraguay  al 800,Centro,,Departamento - Centro (Capital Federal) ideal Inversion,/departamento-en-venta-en-centro-1-ambiente--8282402
10,175000,5500,61,3,1,33,Zapiola al 3800,Saavedra,,Departamento de 4 ambientes en venta en Saavedra,/departamento-en-venta-en-saavedra-4-ambientes--8215978
11,171000,NaN,43,1,1,0,Ruiz Huidobro al 2800,Saavedra,,"A Estrenar 2 ambientes De diseño ! Con Terraza , con parrilla propia y cochera.",/departamento-en-venta-en-saavedra-2-ambientes--7403186
12,117500,7475,67,2,1,85,"VIRREY CEVALLOS 200, Piso 1",Congreso,,3 ambientes con dependencia terraza,/departamento-en-venta-en-congreso-3-ambientes--8476189
13,65000,NaN,32,0,1,5,Av Independencia 3300,San Cristobal,,"Excelente oportunidad, monoambiente en torre con amenities!!!",/departamento-en-venta-en-san-cristobal-1-ambiente--8508594
14,75000,6000,36,1,1,35,Potosí 4400,Almagro,,2 amb. bcon. calle.  vista abierta muy luminoso,/departamento-en-venta-en-almagro-2-ambientes--8901678
15,99500,5000,34,0,1,0,"Av. Libertador 5800, Piso 10",Belgrano,,"AV.LIBERTADOR , MONOAMBIENTE EN VENTA , CON PISCINA IN OUT",/departamento-en-venta-en-belgrano-1-ambiente--8922151
16,119000,9000,40,1,1,22,"Quesada 2400, Piso 8",Belgrano,,Lindo 2 ambientes cocina y lavadero indep. balcón luz y sol,/departamento-en-venta-en-belgrano-2-ambientes--8469498
17,149000,9500,48,1,1,4,"Cramer 2700, Piso 7", Belgrano,Belgrano R,Lindo duplex de 2 ambientes con dos terrazas Alto luz y sol,/departamento-en-venta-en-belgrano-r-2-ambientes--8514500
18,57900,4500,47,0,1,25,GASCON 1000,Palermo,,Departamento de 1 ambiente en Venta en Palermo,/departamento-en-venta-en-palermo-1-ambiente--7940760
19,185000,10100,70,2,2,30,"Darregueyra 2100, Piso 2",Palermo,,"AMPLIO DE 3 AMBIENTES, BALCÓN Y COCINA INDEPENDIENTE",/departamento-en-venta-en-palermo-3-ambientes--8929215
0,168000,8600,68,2,1,45,"AMENABAR 2300, Piso 3",Belgrano,,Venta - Amplio depto 3 amb c/balcón - Belgrano,/departamento-en-venta-en-belgrano-3-ambientes--8074365
1,150000,3800,59,1,2,2,"MARIANO ACHA 4600, Piso 2",Saavedra,,Venta - Dúplex 2amb al frente c/2 balcones - Saavedra,/departamento-en-venta-en-saavedra-2-ambientes--8960178
2,159500,3700,48,1,1,2,"Nahuel Huapi 5200, Piso 3",Villa Urquiza,,Exc 2 ambientes con detalles de categoria con amenities.,/departamento-en-venta-en-villa-urquiza-2-ambientes--7437341
3,94000,NaN,38,1,1,0,LUGONES  al 2200, Villa Urquiza,Urquiza R,"EXCELENTE MONOAMBIENTE  A ESTRENAR , LUGONES Y OLAZABAL",/departamento-en-venta-en-urquiza-r-1-ambiente--8277213
4,85000,3000,40,0,1,2,Cnel R L Falcon 4600,Villa Luro,,Venta Monoambientes con Cocheras en Villa Luro,/departamento-en-venta-en-villa-luro--5843941
5,80000,3000,40,1,1,,"Pje M Esteves Sagui 100, Piso 2",Villa Luro,,Venta Departamento 2 Ambientes en Villa Luro,/departamento-en-venta-en-villa-luro-2-ambientes--8510510
6,110000,3000,45,1,1,5,"Pje M Esteves Sagui 100, Piso 5",Villa Luro,,Venta 2 Ambientes con Cochera en Villa Luro,/departamento-en-venta-en-villa-luro-2-ambientes--8510534
7,79000,6500,40,1,,40,Pasteur 100,Balvanera,,VENTA departamento - 2 AMBIENTES - BALVANERA,/departamento-en-venta-en-balvanera-2-ambientes--9023636
8,690000,36000,160,3,3,19,"Jose Ortega Y Gasset 1700, Piso 1", Belgrano,Las Cañitas,Lindo piso de revista terraza c/parrilla patio 2 cocheras,/departamento-en-venta-en-las-canitas-4-ambientes--6248591
9,190000,23500,86,3,2,48,"Beruti 3600, Piso 1",Palermo,,Oportunidad 4 ambientes en Palermo,/departamento-en-venta-en-palermo-4-ambientes--8503746
10,115000,8600,40,1,2,38,"Vidal 1800, Piso 7",Belgrano,,2 AMB CON TERRAZA PROPIA Y DEPENDENCIA,/departamento-en-venta-en-belgrano-2-ambientes--9035394
11,115000,8600,40,2,2,38,"Vidal 1800, Piso 7",Belgrano,,"3 AMB CON TERRAZA PROPIA , MUY LUMINOSO",/departamento-en-venta-en-belgrano-3-ambientes--9035408
12,115000,3500,47,1,1,0,"Zelada 6400, Piso 1",Mataderos,,Dpto 2 amb a estrenar con balcon y parrilla,/departamento-en-venta-en-mataderos-2-ambientes--9042762
13,1700000,114000,346,5,3,40,Libertador entre Sinclair y Godoy Cruz, Palermo,Palermo Nuevo,Venta piso de 6 ambientes con 3 cocheras,/departamento-en-venta-en-palermo-nuevo-6-ambientes--8206155
14,420000,35000,104,3,2,20,Beruti y Godoy Cruz,Palermo,,Venta  departamento de 4 ambientes con cochera,/departamento-en-venta-en-palermo-4-ambientes--8501182
15,445000,35000,86,2,2,5,Sinclair entre Demaría y Cerviño, Palermo,Palermo Nuevo,Venta departamento de 3 ambientes con cochera,/departamento-en-venta-en-palermo-nuevo-3-ambientes--8500599
16,549900,22000,97,2,2,12,"J Manso 1100, Piso 1", Centro,Puerto Madero,Departamento en Venta 2 Dormitorios,/departamento-en-venta-en-puerto-madero-3-ambientes--2357355
17,210000,11000,62,2,2,20,"Ciudad De La Paz 3100, Piso 2",Nuñez,,Lindo y comodo 3 ambientes al frente con balcón y cochera,/departamento-en-venta-en-nunez-3-ambientes--9016347
18,68000,5000,38,1,1,35,Leopoldo Marechal al 1300,Villa Crespo,,Departamento - Villa Crespo,/departamento-en-venta-en-villa-crespo-2-ambientes--9057237
19,115000,4700,32,0,1,6,"Gral M Soler 5900, Piso 6",Palermo,,Departamento en venta PALERMO,/departamento-en-venta-en-palermo-1-ambiente--9077348
0,78000,3800,38,1,1,48,"Zapiola 600, Piso 2",Colegiales,,Cómodo y cálido 2 ambientes con cocina independiente,/departamento-en-venta-en-colegiales-2-ambientes--9102117
1,112000,NaN,36,1,1,6,"Alvarez Thomas 3300, Piso 3",Villa Urquiza,,Excelente 2 amb en edificio con Amenities.,/departamento-en-venta-en-villa-urquiza-2-ambientes--8258978
2,210000,14000,80,3,3,35,Soldado De La Independencia y Matienzo, Belgrano,Las Cañitas,Las Cañitas. Departamento 3 ambientes con dependencia y balcón al frente. Cochera y baulera.,/departamento-en-venta-en-las-canitas-4-ambientes--8975038
3,96416,NaN,"39,07",1,1,,"Mario Bravo 1200, Piso 8",Palermo,,Mario Bravo 1279,/departamento-en-venta-en-palermo--9219908
4,75808,NaN,"31,06",1,1,,"Mario Bravo 1200, Piso 8",Palermo,,Mario Bravo 1279,/departamento-en-venta-en-palermo--9219906
5,96416,NaN,"39,07",1,1,,"Mario Bravo 1200, Piso 7",Palermo,,Mario Bravo 1279,/departamento-en-venta-en-palermo--9219905
6,78560,NaN,"36,19",1,1,,"Mario Bravo 1200, Piso 1",Palermo,,Mario Bravo 1279,/departamento-en-venta-en-palermo-1-ambiente--9219904
7,105000,NaN,33,1,1,,"CORDOBA, AVDA. 5400, Piso 5",Palermo,,DEPARTAMENTO MONOAMBIENTE VENTA PALERMO,/departamento-en-venta-en-palermo-1-ambiente--8372348
8,NaN,NaN,40,0,1,40,Gral Juan Lavalle 3600,Almagro,,Excelente monoambiente de 44 m2  con balcón a mts. de la Universidad de Palermo,/departamento-en-venta-en-almagro-1-ambiente--8980473
9,107000,3100,36,1,1,0,Rivadavia 6126,Caballito,,Monoambiente a ESTRENAR -Apto profesional,/departamento-en-venta-en-caballito-1-ambiente--6763120
10,95000,NaN,40,,,,"Donado 800, Piso 4",Villa Ortuzar,,"MUY BUEN DEPTO AL FRENTE CON BALCON, COCINA INDEPENDIENTE,VISTA PANORAMICA",/departamento-en-venta-en-villa-ortuzar--8300153
11,105000,NaN,31,0,1,1,"CABRERA, JOSE ANTONIO 3700, Piso 3",Palermo,,DEPARTAMENTO MONOAMBIENTE VENTA PALERMO,/departamento-en-venta-en-palermo-1-ambiente--8372329
12,580000,20000,142,3,2,65,Demaría entre Kennedy y Oro, Palermo,Palermo Nuevo,Ventas dúplex de 5 ambientes con cochera,/departamento-en-venta-en-palermo-nuevo-5-ambientes--9280901
13,154900,8800,47,1,2,,"Teodoro Garcia 2300, Piso 1",Belgrano,,2 AMB - DORM EN SUITE - TOILETE - A 1 CUADRA SUB,/departamento-en-venta-en-belgrano-2-ambientes--6731533
14,94000,2800,41,0,1,0,"MUÑIZ 800, Piso 5",Boedo,,"Monoambiente ""Sin Comision"" a mts de P.GOYENA, VIVI CABALLITO..",/departamento-en-venta-en-boedo--9353806
15,94000,2800,41,0,1,0,"MUÑIZ 800, Piso 5",Boedo,,"Monoambiente ""Sin Comision"" a mts de P.GOYENA, VIVI CABALLITO..",/departamento-en-venta-en-boedo--9353829
16,94000,2800,41,0,1,0,"MUÑIZ 800, Piso 5",Boedo,,"Monoambiente ""Sin Comisión"" a mts de P.GOYENA, VIVI CABALLITO..",/departamento-en-venta-en-boedo--9353843
17,79660,NaN,41,1,1,,Asamblea al 1600,Parque Chacabuco,,Departamento 2 Ambientes edificio con pileta muy luminoso con mas de 20 amenities,/departamento-en-venta-en-parque-chacabuco-2-ambientes--9044536
18,60137,NaN,"33,76",1,1,,"Piedras 1300, Piso 4",San Telmo,,Piedras 1391,/departamento-en-venta-en-san-telmo--9412632
19,550000,NaN,170,3,3,50,Virrey del Pino al 2100,Belgrano,,Departamento  Piso Alto  Belgrano,/departamento-en-venta-en-belgrano-5-ambientes--9442738
0,120000,13000,70,2,1,,"Cerrito 500, Piso 12",Centro,,Departamento en Venta  3 ambientes  Super Luminoso,/departamento-en-venta-en-centro-3-ambientes--9407381
1,1250000,NaN,227,4,4,20,"San Martin De Tours 2800, Piso 12", Palermo,Palermo Chico,"San Martin de Tours y Av. Libertador, Piso 12, Edificio Santours.",/departamento-en-venta-en-palermo-chico-5-ambientes--9610870
2,58000,2000,31,1,1,,"Q Bocayuva 600, Piso 2",Almagro,,Excelente departamento 2 ambientes segundo piso por escalera,/departamento-en-venta-en-almagro-2-ambientes--9029243
3,188000,11500,76,2,1,,"Av. Coronel Diaz 1800, Piso 10",Barrio Norte,,OPORTUNIDAD DE INVERSION REAL! a 50mts ALTO PALERMO,/departamento-en-venta-en-barrio-norte-3-ambientes--9693934
4,78000,6000,42,1,1,37,"Av Corrientes 600, Piso 12", Centro,Puerto Madero,"2 amb lateral,muy luminoso vista panorámica, lav,air acond, Puerto Madero, Catedral,-",/departamento-en-venta-en-puerto-madero--9695027
5,329000,20000,116,3,3,45,Dorrego 2700,Palermo,,"Departamento Semipiso  en Venta ubicado en Alto Palermo, Capital Federal - NUN3358_LP284401_1",/departamento-en-venta-en-palermo-4-ambientes--6762961
6,243000,5800,,2,2,1,Roosevelt 3000,Belgrano,,"Departamento  en Venta ubicado en Belgrano, Capital Federal - PRO0302_LP168767_2",/departamento-en-venta-en-belgrano-3-ambientes--8499268
7,105000,6000,40,1,1,,M Echenagucia 100,Villa Luro,,Excelente 2 Ambientes con super balcon terraza con Parrilla -  Hermosa Vista- aprox 70 m2 Totales,/departamento-en-venta-en-villa-luro-2-ambientes--8015074
8,250000,5200,65,2,2,0,Quesada 3100,Nuñez,,"Departamento Semipiso  en Venta ubicado en Núñez, Capital Federal, Buenos Aire - PRO0463_LP464297_1",/departamento-en-venta-en-nunez-3-ambientes--9274220
9,155000,NaN,44,1,1,0,Pringles 1200,Villa Crespo,,"Departamento  en Venta ubicado en Villa Crespo, Capital Federal - PRO0167_LP94621_1",/departamento-en-venta-en-villa-crespo-2-ambientes--6519560
10,139000,8000,48,1,1,40,AYACUCHO al 2100, Barrio Norte,Recoleta,"Departamento 2 ambientes, tipo loft - Recoleta",/departamento-en-venta-en-recoleta-2-ambientes--9896218
11,178000,NaN,53,1,1,0,"Habana 3300, Piso 3",Villa Devoto,,2 Ambientes a Estrenar - Amenities,/departamento-en-venta-en-villa-devoto-2-ambientes--9557601
12,360000,NaN,112,3,2,,Montañeses 2500,Belgrano,,Piso 4 ambientes terraza cochera baulera balcón a estrenar financiación,/departamento-en-venta-en-belgrano-4-ambientes--8423433
13,205000,17000,94,3,2,40,"RaÚl Scalabrini Ortiz 2800, Piso 1",Palermo,,"AMPLIO 4 AMBIENTES CON DEPENDENCIA, COCINA INDEPENDIENTE",/departamento-en-venta-en-palermo-4-ambientes--10041812
14,209500,15000,122,3,1,50,Gallo 1500, Barrio Norte,Recoleta,Depto en venta - 4 amb. con dependencia- dept piso - Recoleta,/departamento-en-venta-en-recoleta-4-ambientes--8911699
15,105000,11000,60,2,1,45,PERON al 4000,Villa Crespo,,"ALMAGRO,  Depto de  3 Amb, reciclado  a nuevo 64 m2 A/Profesional metros Hospital Italiano",/departamento-en-venta-en-villa-crespo-3-ambientes--9841761
16,105000,5200,49,1,1,40,"Pereyra Lucena 2500, Piso 6", Barrio Norte,Recoleta,RETASADO. Muy buen departamento a 1 cuadra de Av. Libertador. A un paso de Recoleta y Jardines,/departamento-en-venta-en-recoleta--4421225
17,210000,25000,88,3,2,48,"Av Santa Fe 2200, Piso 5",Barrio Norte,,Recoleta: 4 Ambientes. Av Santa Fe 2271 casi Azcuenaga,/departamento-en-venta-en-barrio-norte-4-ambientes--7381431
18,210000,18000,88,3,2,48,"Av Santa Fe 2200, Piso 5", Barrio Norte,Recoleta,Recoleta: 4 Ambientes. Av Santa Fe 2271 casi Azcuenaga,/departamento-en-venta-en-recoleta-4-ambientes--6765380
19,121000,12000,81,2,2,40,"Viamonte 2300, Piso 6",Barrio Norte,,"VIAMONTE N° 2359, 6° ""B"" - DEPTO. 3 AMB C/DEP - B. NORTE",/departamento-en-venta-en-barrio-norte-3-ambientes--9232805
0,220000,NaN,72,2,2,,"Leon P Altolaguirre 2200, Piso 3", Villa Urquiza,Urquiza R,3 AMBIENTES - SIN COMISION - VENTA DIRECTA - VILLA URQUIZA,/departamento-en-venta-en-urquiza-r-3-ambientes--9082144
1,82000,4200,30,1,1,35,Borges 1600, Palermo,Palermo Soho,"Departamento - Venta - Argentina, Capital Federal - Borges 1600",/departamento-en-venta-en-palermo-soho-1-ambiente--10220484
2,155000,8000,75,2,2,,Marcelo T. De Alvear 1300, Barrio Norte,Recoleta,3 ambientes a reciclar en Recoleta - Oportunidad,/departamento-en-venta-en-recoleta-3-ambientes--10242314
3,60000,6500,25,0,1,6,"Peru 1600, Piso 3",San Telmo,,"Excelente 1Amb , Luz y Sol! Balcon , Piscina ,Peru 1600",/departamento-en-venta-en-san-telmo-1-ambiente--10245415
4,199000,28277,"93,15",3,,40,"Obrero Roberto Nuñez 4300, Piso 1", Almagro,Almagro Norte,4 AMB C / DEP FTE BCON COCHERA LUMINOSO CERCA SUBTE B EXCELENTE,/departamento-en-venta-en-almagro-norte-4-ambientes--8900148
5,186620,NaN,81,2,2,0,Avellaneda al 2100,Caballito,,INCREIBLE Departamento 3 ambientes Balcon al Frente Suite toilette y lavadero - CABALLITO,/departamento-en-venta-en-caballito-3-ambientes--10260036
6,98720,NaN,"46,27",1,1,,"Piedras 1300, Piso 10",San Telmo,,Piedras 1391,/departamento-en-venta-en-san-telmo--9215329
7,490000,24000,174,4,3,50,"Pueyrredon 1500, Piso 4",Barrio Norte,,Excelente piso de 5 amb con depen/coch en la mejor ubicación,/departamento-en-venta-en-barrio-norte-5-ambientes--10265810
8,190000,13000,"78,41",3,2,,"CHIVILCOY 300, Piso 6",Floresta,,IMPECABLE DEPARTAMENTO CHIVILCOY 322 FRENTE A LA PLAZA,/departamento-en-venta-en-floresta-4-ambientes--10318763
9,120000,NaN,38,0,1,,"Av Santa Fe 800, Piso 5", Centro,Retiro,AMBIENTE DIVIDIDO AMOBLADO / FINANCIACIÓN,/departamento-en-venta-en-retiro--7947879
10,550000,NaN,340,7,3,90,San Martín al 500, Centro,San Nicolás,OFICINAS EDIFICIO ANCHORENA,/departamento-en-venta-en-san-nicolas-8-ambientes--9007670
11,84000,5200,"36,76",1,1,41,BUCARELLI 2200,Villa Urquiza,,"BUCARELLI AL 2200, 2 AMBIENTES, VILLA URQUIZA. – Apto crédito y apto profesional",/departamento-en-venta-en-villa-urquiza-2-ambientes--9689266
12,79000,4500,40,1,1,50,"José Mármol 100, Piso 7",Almagro,,"2 Ambientes en Excelente Ubic. y Buen Estado! Cocina Separada, Balcón Corrido",/departamento-en-venta-en-almagro-2-ambientes--9123972
13,170000,NaN,58,2,2,6,Arias 2900,Saavedra,,"Departamento Semipiso  en Venta ubicado en Saavedra, Capital Federal, Buenos A - NUN3651_LP479546_1",/departamento-en-venta-en-saavedra-3-ambientes--10342783
14,230000,30000,116,3,3,60,11 de Septiembre 2100,Belgrano,,"Departamento Piso  en Venta ubicado en Belgrano, Capital Federal, Buenos Aires - NUN3584_LP444529_1",/departamento-en-venta-en-belgrano-4-ambientes--9015745
15,120000,9700,40,1,1,9,Ciudad de la Paz 3500,Nuñez,,"Departamento Duplex  en Venta ubicado en Núñez, Capital Federal - NUN2575_LP380672_2",/departamento-en-venta-en-nunez-2-ambientes--8901773
16,69900,NaN,55,1,1,0,"Brasil 1500, Parque Patricios",Parque Patricios,,OPORTUNIDAD!! 2 AMB P. Patricios IDEAL INVERSOR!,/departamento-en-venta-en-parque-patricios-2-ambientes--8519895
17,195000,10000,73,2,2,15,"Yerbal 1800, Piso 9",Flores,,S/piso 3amb c/cochera,/departamento-en-venta-en-flores-3-ambientes--8968516
18,61000,NaN,27,1,1,0,Olazabal al 2424 2400, Belgrano,Belgrano C,DUEÑO VENDE Departamento  AL FRENTE CON BALCON en Belgrano,/departamento-en-venta-en-belgrano-c-1-ambiente--9801353
19,59000,3500,40,1,1,50,"Av Estado De Israel 4500, Piso 10",Villa Crespo,,Departamento 2 ambientes en Villa Crespo,/departamento-en-venta-en-villa-crespo-2-ambientes--10341986
0,175000,20000,87,2,2,0,NICOLAS REPETTO 1192, Caballito,Cid Campeador,3 AMBIENTES A ESTRENAR CABALLITO NORTE  COCHERA  BAULERA EDIFICIO DE CATEGORIA,/departamento-en-venta-en-cid-campeador-3-ambientes--10254597
1,360000,21200,126,3,2,45,"Av Scalabrini Ortiz 2800, Piso 3",Barrio Norte,,VENTA SEMIPISO DE CATEGORIA AL FRENTE,/departamento-en-venta-en-barrio-norte-4-ambientes--8273898
2,105000,11000,60,2,1,45,PERON al 4000,Palermo,,"ALMAGRO,  Depto de  3 Amb, reciclado  a nuevo 64 m2 A/Profesional metros Hospital Italiano",/departamento-en-venta-en-palermo-3-ambientes--10074058
3,89500,5200,39,1,1,45,"Juncal 1400, Piso 10", Barrio Norte,Recoleta,RETASADO. Muy buen semipiso en lugar de excelencia. Suoerluminoso,/departamento-en-venta-en-recoleta--6150612
4,470000,42000,200,5,3,50,"Av. Del Libertador 1000, Piso 8", Barrio Norte,Recoleta,VENTA  6 AMB. COCHERA  AV. DEL LIBERTADOR 1000 8º RECOLETA,/departamento-en-venta-en-recoleta-6-ambientes--8934795
5,162000,10700,102,3,1,52,Avenida Juan Bautista Justo 4000,Caballito,,DPTO 4 AMB DEP DE SERV VENTA PISO ALTO RECICLADO,/departamento-en-venta-en-caballito-4-ambientes--9991965
6,85000,4640,45,1,1,55,"LUIS VIALE 2300, Piso 1",Villa General Mitre,,",44,59 M2 CUBIERTOS,TOTAL POR ESCRITURA 63,88 M2 DPTO 2 AMB AMPLIO Y COMODO,LUMINOSO",/departamento-en-venta-en-villa-general-mitre-2-ambientes--8947977
7,275000,20000,130,3,2,45,Yerbal al 2000,Flores,,HERMOSO PISO 4 AMB C/ DEP BALCON - COCHERA-140 M2,/departamento-en-venta-en-flores-4-ambientes--10410472
8,74000,3400,34,0,1,0,Av. Chivilcoy al 2200,Villa del Parque,,Departamento 1 amb estrenar  cochera,/departamento-en-venta-en-villa-del-parque-1-ambiente--10433626
9,115000,2000,58,2,1,,"Bat Peribebuy 7000, Piso 1",Liniers,,Departamento 3 amb al frente con balcon semicubierto,/departamento-en-venta-en-liniers-3-ambientes--10469425
10,95000,4853,46,1,1,10,Castro al 1400 (Tarija - Av. Pavon),Boedo,,Luminoso depto de 2 ambientes al frente con balcón - Boedo,/departamento-en-venta-en-boedo-2-ambientes--8950475
11,195000,11000,52,2,1,40,"Billinghurst 2100, Piso 13", Barrio Norte,Parque Las Heras,LINDÍSIMO 3 AMBIENTES | TODO EXTERNO I SUPER LUMINOSO | EXCELENTE UBICACIÓN.,/departamento-en-venta-en-parque-las-heras-3-ambientes--6731444
12,180000,19000,90,3,3,57,BERUTI 2700,Barrio Norte,,Venta 4 ambientes con balcón y dependencia en RECOLETA,/departamento-en-venta-en-barrio-norte-4-ambientes--10282277
13,218000,5200,70,2,2,0,Roosevelt 3000,Belgrano,,"Departamento  en Venta ubicado en Belgrano, Capital Federal - PRO0302_LP168765_1",/departamento-en-venta-en-belgrano-3-ambientes--5513546
14,7900000,90000,650,4,5,3,Ramsay 2000,Belgrano,,Espectacular piso de 6 amb super amplio y luminoso con terraza propia.,/departamento-en-venta-en-belgrano-6-ambientes--8075897
15,285000,20000,94,3,2,40,Av. Luis M. Campos al 500, Belgrano,Las Cañitas,Venta | Departamento 4 ambientes - Palermo,/departamento-en-venta-en-las-canitas-4-ambientes--10539428
16,123900,8000,55,2,1,40,Larrea al 1300, Barrio Norte,Recoleta,Departamento - Recoleta,/departamento-en-venta-en-recoleta-3-ambientes--9496284
17,169000,12000,70,3,2,45,Larrea al 1200,Barrio Norte,,Departamento - Recoleta,/departamento-en-venta-en-barrio-norte-4-ambientes--9012758
18,110000,6900,42,1,1,4,Mexico 1900,Balvanera,,"Departamento - Venta - Argentina, Capital Federal - Mexico 1900",/departamento-en-venta-en-balvanera-1-ambiente--10332984
19,210000,10400,96,2,1,60,Libertad  al 1100, Centro,San Nicolás,Departamento - Recoleta,/departamento-en-venta-en-san-nicolas-4-ambientes--9411192
0,159000,NaN,65,2,2,35,"Azcuénaga 400, Piso 8",Balvanera,,"DEPARTAMENTO 2 DOR.C/DEP - BALVANERA, CAPITAL FEDERAL",/departamento-en-venta-en-balvanera-3-ambientes--7069013
1,299900,NaN,92,3,3,0,Pringles 1200,Villa Crespo,,"Departamento  en Venta ubicado en Villa Crespo, Capital Federal - PRO0170_LP94627_3",/departamento-en-venta-en-villa-crespo-4-ambientes--7875749
2,432200,NaN,112,3,3,0,Pringles 1200,Villa Crespo,,"Departamento  en Venta ubicado en Villa Crespo, Capital Federal - PRO0185_LP94691_3",/departamento-en-venta-en-villa-crespo-4-ambientes--4811686
3,47900,NaN,34,1,1,,"Muñecas 1000, Piso 2",Villa Crespo,,Muñecas 1060   ideal inversor  !!!!!!!!!!,/departamento-en-venta-en-villa-crespo--10575643
4,499000,NaN,170,4,,20,Av Cerviño 3900, Palermo,Palermo Chico,"Piso 12 y 13 en Duplex -Cerviño 3970, Inigualable Vista al Zoologico y Los Bosques de Palermo",/departamento-en-venta-en-palermo-chico-5-ambientes--9614307
