,price,expenses,m2,rooms,bathrooms,years,address,barrio,subbarrio,note,link
6,91000,3500,37,0,1,7,"Caracas 1200, Piso 9", Flores,Flores Norte,"Monoambiente divisible de 40mts2 con balcón al c/frente. Piscina climatizada, SUM, gym y parrillas.",/departamento-en-venta-en-flores-norte--10079919
7,560000,43000,136,3,3,10,Jose Bonifacio al 1800,Caballito,,Excelente duplex con Palier privado- Caballito,/departamento-en-venta-en-caballito-5-ambientes--10563293
8,55000,5000,50,2,1,60,"Av Alberdi 4100, Piso 2", Floresta,Parque Avellaneda,3 AMBIENTES AL FRENTE,/departamento-en-venta-en-parque-avellaneda-3-ambientes--10564432
9,103000,6500,45,1,1,15,"C Castillo 400, Piso 1",Villa Crespo,,"Dúplex 2 ambientes, al frente con balcón. Parrilla propia. Amenities.",/departamento-en-venta-en-villa-crespo-2-ambientes--10575107
10,190000,8000,49,1,1,14,Av C Vidal 1800,Belgrano,,Vidal 1800,/departamento-en-venta-en-belgrano--9010454
11,67000,5500,55,2,1,50,"Av Entre Rios 2100, Piso 10",Parque Patricios,,"BUEN DEPARTAMENTO,CON LAVADERO,ENTRE RIOS ENTRE AV. CASEROS Y RONDEAU",/departamento-en-venta-en-parque-patricios-3-ambientes--10578604
12,80000,1050,60,2,1,33,Av. Escalada al 2800,Villa Lugano,,Departamento - Villa Lugano,/departamento-en-venta-en-villa-lugano-3-ambientes--10383828
13,69500,2000,58,3,1,37,Albariño 3000,Villa Lugano,,Departamento - Villa Lugano,/departamento-en-venta-en-villa-lugano-4-ambientes--10169509
14,72000,2400,23,0,1,8,Austria al 1900,Barrio Norte,,Departamento - Barrio Norte,/departamento-en-venta-en-barrio-norte-1-ambiente--8914738
15,125000,10400,45,1,1,50,"Bulnes 1900, Piso 5",Palermo,,2 ambientes al frente con balcón. Cochera. Lavadero incorporado. Apto prof. A mts. del Alto Palermo.,/departamento-en-venta-en-palermo-2-ambientes--10605744
16,52500,NaN,"33,50",1,1,0,Muñecas 1000,Villa Crespo,,MONOAMBIENTE IDEAL INVERSION !!!!!!!!,/departamento-en-venta-en-villa-crespo-1-ambiente--10606207
17,50000,NaN,36,1,1,,"Muñecas 1000, Piso 1",Villa Crespo,,Muñecas 1060   ideal inversor  !!!!!!!!!!,/departamento-en-venta-en-villa-crespo--10575642
18,75900,1100,,0,1,2,Av belgrano, Centro,Monserrat,Departamento - Monserrat,/departamento-en-venta-en-monserrat-1-ambiente--8141615
19,79900,1500,37,0,1,4,Belgrano al 1300, Centro,Monserrat,Departamento - Monserrat,/departamento-en-venta-en-monserrat-1-ambiente--8141620
0,125000,3800,70,3,2,50,Larrea 75,Balvanera,,Departamento - Balvanera 3 dormitorios reciclado,/departamento-en-venta-en-balvanera-4-ambientes--10326031
1,145000,8000,52,1,1,10,"Roosvelt 3000, Piso 4",Nuñez,,"2 amb 52m2 totales,Bcon, Cfrte,",/departamento-en-venta-en-nunez-2-ambientes--9688732
2,95000,5750,"40,09",0,1,,"AV. SAN MARTIN 6500, Piso 4",Villa Devoto,,MONOAMBIENTE CON COCHERA Y BAULERA. EXCELENTE UBICACION.,/departamento-en-venta-en-villa-devoto--9673324
3,85000,6400,39,1,1,40,"Blanco Encalada 4800, Piso 7",Villa Urquiza,,Muy lindo 2 ambientes Cocina independiente en Venta en Villa Urquiza,/departamento-en-venta-en-villa-urquiza-2-ambientes--10620700
4,65000,2300,52,2,1,30,Av.ROca al 5200,Villa Lugano,,Departamento - Villa Lugano,/departamento-en-venta-en-villa-lugano-3-ambientes--6635407
5,110000,3700,68,2,1,50,"AV.RIVADAVIA 6200, Piso 2",Flores,,3  AMBIENTES FRENTE,/departamento-en-venta-en-flores-3-ambientes--6403951
6,65000,5500,32,1,1,45,"DIRECTORIOS 2400, Piso 7",Flores,,2 excelentes ambientes luminosos impecables,/departamento-en-venta-en-flores-2-ambientes--8309851
7,330000,16000,133,3,2,60,Chaco 100, Caballito,Parque Rivadavia,"Excelente Semipiso de 4mb con Dependencia, Cochera y Baulera!!",/departamento-en-venta-en-parque-rivadavia-4-ambientes--10621233
8,148000,11000,82,2,2,40,Rosario 500,Caballito,,3 AMBIENTES - CONTRAFRENTE - BALCON - DEP. DE SERVICIO - BAULERA - EXCELENTE UBICACION,/departamento-en-venta-en-caballito-3-ambientes--6164062
9,286800,NaN,72,2,2,0,Pringles 1200,Villa Crespo,,"Departamento  en Venta ubicado en Villa Crespo, Capital Federal, Buenos Aires - PRO0189_LP482640_1",/departamento-en-venta-en-villa-crespo-3-ambientes--10620130
10,182100,NaN,49,1,2,0,Pringles 1200,Villa Crespo,,"Departamento  en Venta ubicado en Villa Crespo, Capital Federal, Buenos Aires - PRO0213_LP482637_1",/departamento-en-venta-en-villa-crespo-2-ambientes--10620071
11,250000,NaN,75,2,2,0,Pringles 1200,Villa Crespo,,"Departamento Duplex  en Venta ubicado en Villa Crespo, Capital Federal - PRO0188_LP94694_2",/departamento-en-venta-en-villa-crespo-3-ambientes--6526483
12,247500,NaN,70,2,2,0,Pringles 1200,Villa Crespo,,"Departamento  en Venta ubicado en Villa Crespo, Capital Federal, Buenos Aires - PRO0155_LP482633_1",/departamento-en-venta-en-villa-crespo-3-ambientes--10619958
13,346400,NaN,96,3,3,0,Pringles 1200,Villa Crespo,,"Departamento  en Venta ubicado en Villa Crespo, Capital Federal - PRO0182_LP94672_2",/departamento-en-venta-en-villa-crespo-4-ambientes--9932451
14,239000,NaN,96,3,2,49,Monroe 2500,Belgrano,,"Departamento  en Venta ubicado en Belgrano, Capital Federal, Buenos Aires - PRO0465_LP474378_1",/departamento-en-venta-en-belgrano-4-ambientes--9885655
15,190000,9500,184,4,4,108,Santiago del Estero 1300,Constitucion,,"Magnìfico SEMIPISO al Frente, 237 mts, Luz y Sol, Edificio Antiguo, Categoria, Oportunidad!",/departamento-en-venta-en-constitucion-7-ambientes--7447865
16,74900,5000,60,2,1,60,"Av Directorio 4200, Piso 2",Floresta,,TRES AMBIENTES DIRECTORIO Y OLIVERA - FTE. AL PARQUE AVELLANEDA - ESCUCHAN OFERTAS,/departamento-en-venta-en-floresta-3-ambientes--8429430
17,72000,NaN,46,1,1,0,"Tres Arroyos 3000, Piso 7",Villa Santa Rita,,DEPARTAMENTO 2 AMBIENTES CON BALCON A ESTRENAR,/departamento-en-venta-en-villa-santa-rita-2-ambientes--6042904
18,90000,NaN,,1,1,,"Escalada De San Martin 100, Piso 4",Villa Luro,,Dos ambientes zona villa luro,/departamento-en-venta-en-villa-luro-2-ambientes--10629985
19,95000,6444,"37,18",1,1,,"Ciudad De La Paz 200, Piso 3",Palermo,,Contrafrente de 2 ambientes a pulmón de manzana,/departamento-en-venta-en-palermo-2-ambientes--10640240
0,127000,5000,88,3,1,5,Domingo V Achega 2900,Villa Urquiza,,4 ambientes patio planta baja oficina o quincho villa urquiza,/departamento-en-venta-en-villa-urquiza-4-ambientes--10648811
1,298000,9000,140,3,1,30,Billinghurts al 2300,Barrio Norte,,Departamento - Barrio Norte,/departamento-en-venta-en-barrio-norte-4-ambientes--7852509
2,41800,4100,25,0,1,80,"COCHABAMBA 800, Piso 6",San Telmo,,DEPARTAMENTO UN AMBIENTE Y 1/2. ANTIGUO. SAN TELMO. CÉNTRICO,/departamento-en-venta-en-san-telmo-1-ambiente--10620342
3,133000,NaN,45,1,1,0,AREVALO al 1300,Palermo,,Semipiso de 2 Ambientes  a Estrenar!,/departamento-en-venta-en-palermo-2-ambientes--10649997
4,110000,8000,44,1,1,16,"Av Cramer 2900, Piso 2",Belgrano,,Excelente Semipiso de 2 Amb al fte. con balcón y baulera,/departamento-en-venta-en-belgrano-2-ambientes--8954081
5,62000,NaN,32,0,1,,"Av Independencia 4000, Piso 14",San Cristobal,,OPORTUNIDAD!!!! Monoambiente en Av Independencia 4060!!!,/departamento-en-venta-en-san-cristobal-1-ambiente--8070448
6,99500,6500,44,1,1,6,Av Independencia 3300,San Cristobal,,Excelente departamento dos ambientes en torre sobre Av Independencia al 3381!!!!,/departamento-en-venta-en-san-cristobal-2-ambientes--10531681
7,50000,NaN,28,0,1,,"24 De Noviembre 400, Piso 2",San Cristobal,,"Excelente oportunidad, monoambiente cona balcon Frances!!!!",/departamento-en-venta-en-san-cristobal--8522826
8,100000,NaN,42,1,1,0,Av Independencia 3300,San Cristobal,,Muy buena unidad en torre sobre Av Independencia al 3300!!!!,/departamento-en-venta-en-san-cristobal-2-ambientes--8524009
9,95000,6444,"37,18",1,1,,"Ciudad De La Paz 200, Piso 3",Belgrano,,Contrafrente de 2 ambientes en Belgrano,/departamento-en-venta-en-belgrano-2-ambientes--10677212
10,140000,14000,37,1,1,12,Charcas al 3000 300, Barrio Norte,Recoleta,EXCELENTE DEPTO 2 AMB + BAULERA - RECOLETA,/departamento-en-venta-en-recoleta-2-ambientes--10681252
11,145000,8000,43,1,1,4,Av. Monroe al 2800,Belgrano,,EXCELENTE DEPTO 2 AMB SUPER LUMINOSO - BELGRANO,/departamento-en-venta-en-belgrano-2-ambientes--10681309
12,215000,17000,93,2,2,50,"Gral Guemes 3500, Piso 7",Palermo,,Piso 3 ambientes con dep. Al frente con balcón. Gran living comedor.,/departamento-en-venta-en-palermo-3-ambientes--3882771
13,60000,4500,35,0,1,50,Corrientes al 4500, Almagro,Almagro Norte,Departamento - Almagro,/departamento-en-venta-en-almagro-norte-1-ambiente--10528956
14,450000,NaN,250,5,3,100,"Av Callao 800, Piso 6",Barrio Norte,,"6 Amb + Depend.Serv. Espectacular PISO ""EDIFICIO MONUMENTO HISTORICO"" Ubicacion de Privilegio!",/departamento-en-venta-en-barrio-norte-6-ambientes--10692122
15,75900,1500,37,0,1,4,Belgrano al 1300, Centro,Monserrat,Departamento - Monserrat,/departamento-en-venta-en-monserrat-1-ambiente--8141621
16,120000,4000,46,2,1,30,"AV BEIRO 3300, Piso 3",Villa del Parque,,DEPARTAMENTO DE 3 AMB CONTRAFRENTE  C/BALCÓN VILLA DEL PARQUE,/departamento-en-venta-en-villa-del-parque-3-ambientes--9083615
17,77000,4800,54,2,1,30,"Av San Martin 2900, Piso 4",Paternal,,"3 AMBIENTES LATERAL MUY LUNINOSO""",/departamento-en-venta-en-paternal-3-ambientes--10704075
18,130000,15000,53,2,2,45,"Juncal 2000, Piso 7",Barrio Norte,,DEPARTAMENTO 3 AMBIENTES EN EXCELENTE UBICACIÓN!,/departamento-en-venta-en-barrio-norte-3-ambientes--10704296
19,130000,15000,53,2,2,45,"Juncal 2000, Piso 7", Barrio Norte,Recoleta,DEPARTAMENTO 3 AMBIENTES EN EXCELENTE UBICACIÓN!,/departamento-en-venta-en-recoleta-3-ambientes--10704300
0,110000,13000,58,2,1,45,Marcos Sastre al 4500,Villa del Parque,,3 Ambientes en Venta en Villa del Parque,/departamento-en-venta-en-villa-del-parque-3-ambientes--9034386
1,90000,NaN,42,1,1,15,"AV SAN MARTIN 3200, Piso 7",Paternal,,Departamento 2 ambientes venta Paternal,/departamento-en-venta-en-paternal-2-ambientes--9046413
2,86000,NaN,58,2,1,45,"BOGOTA 3600, Piso 4",Floresta,,DEPARTAMENTO 3 AMBIENTES AL FRENTE CON BALCON A 1 CUADRA DE AV. AVELLANEDA,/departamento-en-venta-en-floresta-3-ambientes--6623971
3,598000,48000,215,4,2,48,Jose Hernandez al 1700, Belgrano,Belgrano Barrancas,Departamento - Belgrano Barrancas terraza Balcón 4 dormitorios dependencia,/departamento-en-venta-en-belgrano-barrancas-5-ambientes--8317799
4,48000,2300,48,2,1,50,"Gral M De Escalada 2500, Piso 8",Villa Lugano,,"Dpto 3 amb. impecable, escucha ofertas.",/departamento-en-venta-en-villa-lugano-3-ambientes--8300979
5,122000,3960,26,0,1,4,Baez al 600, Belgrano,Las Cañitas,Impecable monoambiente en piso alto con balcon al frente. Super luminoso!!,/departamento-en-venta-en-las-canitas-1-ambiente--7443754
6,108000,3300,32,0,1,7,"11 De Septiembre 4400, Piso 4",Nuñez,,"Mono ambiente al Frente con balcón,  baulera + Amenities",/departamento-en-venta-en-nunez-1-ambiente--3707348
7,350000,30400,110,2,2,10,"Bahia Blanca 3400, Piso 4",Villa Devoto,,3 ambientes de Categoría con dos baños completos Cochera fija cubierta y baulera,/departamento-en-venta-en-villa-devoto-3-ambientes--6486997
8,NaN,NaN,92,3,1,,Av Nazca 1400,Villa Santa Rita,,AL FRENTE - ORIENTACION ESTE – BUEN ESTADO – COCHERA FIJA CUBIERTA – PATIO.,/departamento-en-venta-en-villa-santa-rita-4-ambientes--8212586
9,79000,NaN,,1,,15,Camarones 3500,Villa Santa Rita,,DEPTO BAJAS EXPENSAS – MUY BUEN ESTADO – MUY LUMINOSO,/departamento-en-venta-en-villa-santa-rita-2-ambientes--9032025
10,85000,3200,57,2,1,,Humberto 1° 500,San Telmo,,Humberto 1° 500 - Departamento 3 Ambientes con Dos Patios,/departamento-en-venta-en-san-telmo-3-ambientes--8204621
11,265000,6898,130,2,2,,Estados Unidos 400,San Telmo,,Estados Unidos 400 - Semipiso de 6 Ambientes con Patio,/departamento-en-venta-en-san-telmo-6-ambientes--7362106
12,240000,14000,140,4,1,90,Perú 1000,San Telmo,,Peru 1000 - Semipiso 5 ambientes con balcon,/departamento-en-venta-en-san-telmo-5-ambientes--9341593
13,80000,6500,41,1,1,10,E De Luca 1400,San Cristobal,,2 ambientes con balcon al frente,/departamento-en-venta-en-san-cristobal-2-ambientes--10739467
14,48000,1700,30,1,1,80,La Rioja 1300,San Cristobal,,2 ambientes muy bajas expensas 1er piso por escalera,/departamento-en-venta-en-san-cristobal--9870670
15,197000,8470,68,2,2,0,Pacheco al 2600,Villa Urquiza,,"73m2 A estrenar! 3amb de categoría,  cocina y lavadero  independientes - Villa Urquiza",/departamento-en-venta-en-villa-urquiza-3-ambientes--10740090
16,215000,NaN,68,2,2,0,Pacheco al 2600,Villa Urquiza,,"73m2 A estrenar! 3amb de categoría, con cochera,  cocina y lavadero  independientes - Villa Urquiza",/departamento-en-venta-en-villa-urquiza-3-ambientes--10740106
17,127500,NaN,44,1,1,0,Pacheco al 2600,Villa Urquiza,,2 amb a estrenar con detalles de categoría - 47m2 - Villa Urquiza,/departamento-en-venta-en-villa-urquiza-2-ambientes--10740231
18,222000,9900,68,2,2,0,Pacheco al 2600,Villa Urquiza,,"73m2 A estrenar! 3amb de categoría, CON COCHERA  cocina y lavadero  independientes - Villa Urquiza",/departamento-en-venta-en-villa-urquiza-3-ambientes--10740173
19,169000,12000,62,2,2,35,VIDT 1900,Barrio Norte,,Venta Departamento 3 ambientes con cochera Barrio Norte,/departamento-en-venta-en-barrio-norte-3-ambientes--10741104
0,204300,NaN,66,2,2,,SUAREZ 1600,Barracas,,"Departamento - Venta - Argentina, Capital Federal - SUAREZ 1600",/departamento-en-venta-en-barracas-3-ambientes--8708285
1,285000,17000,100,3,3,10,"Av Directorio 100, Piso 2",Caballito,,Excelente Semipiso 4 Ambientes con Cochera Fija Cubierta-Dorm.Principal en Suite con hidromasaje.,/departamento-en-venta-en-caballito-4-ambientes--10746225
2,57900,NaN,34,,,,"Cosquin 100, Piso 12",Liniers,,MONOAMBIENTE MUY BIEN UBICADO CON EXCELENTE VISTA,/departamento-en-venta-en-liniers--10395821
3,69000,800,"40,30",2,1,50,"Grito De Asencio 3800, Piso 2",Pompeya,,HERMOSO TRES AMBIENTES!,/departamento-en-venta-en-pompeya-3-ambientes--8126305
4,65000,1900,30,1,1,40,Esteban A Gascon 700,Almagro,,Departamento de 2 ambientes con patio en excelente ubicacion,/departamento-en-venta-en-almagro-2-ambientes--8932689
5,47000,4100,26,0,1,45,Av. Corrientes 2300,Once,,Monoambiente apto profesional en venta. 24m2 - Once,/departamento-en-venta-en-once-1-ambiente--9422523
6,198000,23000,72,2,1,44,"Riobamba 1000, Piso 10", Barrio Norte,Recoleta,Magnifica unidad de 3 ambientes contra frente de 80 metros cochera y baulera,/departamento-en-venta-en-recoleta-3-ambientes--10752379
7,219000,8500,67,2,1,20,J De Amenabar 1800,Belgrano,,RETASADO Belgrano Torre 3 Ambientes Cochera y Baulera ACEPTA PERMUTA,/departamento-en-venta-en-belgrano-3-ambientes--7315971
8,305000,19000,77,2,3,0,"J Salguero 1700, Piso 9",Palermo,,HERMOSO DEPARTAMENTO 3 AMBIENTES CON COCHERA Y BAULERA A ESTRENAR,/departamento-en-venta-en-palermo-3-ambientes--8454117
9,99000,5000,56,1,1,0,"D Paroissien 4100, Piso 1",Saavedra,,Paroissien 4100 a mts de Estación Saavedra A Estrenar  Excel 2 AMB oportunidad! US 99.000,/departamento-en-venta-en-saavedra-2-ambientes--10758111
10,59000,NaN,27,0,1,0,V Dupuy 1000,Versalles,,Venta Monoambiente a estrenar apto profesional,/departamento-en-venta-en-versalles-1-ambiente--10528472
11,182000,9000,81,3,1,,"Cipriano Miro 700, Piso 2",Parque Chacabuco,,Departamento 4 ambientes,/departamento-en-venta-en-parque-chacabuco-4-ambientes--7224424
12,119000,NaN,34,1,1,0,"V Dupuy 1000, Piso 3",Versalles,,"VTA DPTO 2 AMB CON BALCON, TERRAZA C/ PARRILLA Y COCHERA",/departamento-en-venta-en-versalles-2-ambientes--7292542
13,84000,7800,35,1,1,8,"Dr C Argerich 4700, Piso 2",Villa Pueyrredon,,Departamento 2 Ambientes al Frente con balcón - Excelente ubicación!,/departamento-en-venta-en-villa-pueyrredon-2-ambientes--10228770
14,83000,1573,"50,56",2,1,50,"Pte M T De Alvear 1500, Piso PB",Barrio Norte,,3 ambientes en excelente ubicación en BNorte,/departamento-en-venta-en-barrio-norte-3-ambientes--10700265
15,100000,4000,55,2,1,45,Remedios al 2800,Flores,,Departamento 3 Ambientes  Con Cocina Comedor - Lavadero - 2 Patios | Flores - Remedios al 2800,/departamento-en-venta-en-flores-3-ambientes--10741935
16,61000,3000,24,0,1,45,"J. Bonifacio 2800, Piso 6",Flores,,1 Ambiente amplio lateral muy luminoso,/departamento-en-venta-en-flores-1-ambiente--9020768
17,71900,5200,46,1,1,68,"Dr A Alsina 1700, Piso 7",Congreso,,2 AMBIENTES MUY AMPLIOS ¡SUPER LUMINOSO!  ALSINA Y AV ENTRE RIOS  IMPECABLE!!,/departamento-en-venta-en-congreso-2-ambientes--10770236
18,325000,13700,104,3,2,22,Soler al 3700,Palermo,,120m2 Excelente Piso de 4 ambientes con cochera y balcon al frente,/departamento-en-venta-en-palermo-4-ambientes--10764264
19,75000,NaN,60,2,1,35,Consultar dirección,Barracas,,Venta Departamento 3 Amb. Muy luminoso - cochera!!!,/departamento-en-venta-en-barracas-3-ambientes--10779636
0,199000,7000,71,2,2,10,Uspallata al 800 con cochera fija techada,Barracas,,Departamento - Barracas,/departamento-en-venta-en-barracas-3-ambientes--8455497
1,109900,1000,36,0,1,0,Montañeses al 1800 5º C, Belgrano,Belgrano Barrancas,Departamento - Belgrano Barrancas,/departamento-en-venta-en-belgrano-barrancas-1-ambiente--10628781
2,84900,1000,36,0,1,0,Montañeses al 1800 2º C, Belgrano,Belgrano Barrancas,Departamento - Belgrano Barrancas,/departamento-en-venta-en-belgrano-barrancas-1-ambiente--10628626
3,194900,1000,69,2,2,0,Montañeses al 1800 6º A, Belgrano,Belgrano Barrancas,Departamento - Belgrano Barrancas,/departamento-en-venta-en-belgrano-barrancas-3-ambientes--10628734
4,115000,NaN,60,2,1,45,Av Independencia al 2200,Balvanera,,Departamento - Balvanera,/departamento-en-venta-en-balvanera-3-ambientes--6658385
5,99500,NaN,42,0,1,,Av Entre Rios al 600,Balvanera,,Departamento - Balvanera,/departamento-en-venta-en-balvanera-1-ambiente--6188377
6,125000,5900,,2,1,70,Av Corrientes al 1700, Centro,San Nicolás,Departamento - San Nicolas,/departamento-en-venta-en-san-nicolas-3-ambientes--8010016
7,99000,4000,,1,1,5,Pinzon al 1500,Barracas,,Departamento - Barracas,/departamento-en-venta-en-barracas-2-ambientes--9466628
8,75000,NaN,,0,1,0,Av Nazca 1700,Villa Santa Rita,,EXCELENTE AMBIENTE A ESTRENAR–BALCON ORIENTACION ESTE REGIA VISTA–MUY BUENOS DETALLES DE TERMINACION,/departamento-en-venta-en-villa-santa-rita-1-ambiente--10562762
9,146000,NaN,"59,39",2,1,,Fortin Melincue 2700,Villa del Parque,,EXCELENTE ESTADO – REGIA VISTA - ORIENTACION ESTE - BAULERA,/departamento-en-venta-en-villa-del-parque-3-ambientes--8315641
10,145000,NaN,,3,,,Albariño 100,Villa Luro,,Departamento de 4 ambientes con cochera,/departamento-en-venta-en-villa-luro--8211481
11,140000,NaN,,2,,0,Domingo Albariño 100,Villa Luro,,Departamento 3 ambientes a estrenar,/departamento-en-venta-en-villa-luro--8102932
12,NaN,NaN,,5,3,,Tonelero 5900,Villa Luro,,Excelente piso de 6 ambientes de categoría,/departamento-en-venta-en-villa-luro-6-ambientes--8287677
13,233000,NaN,58,1,1,0,Av Cramer 3000,Belgrano,,Departamento - Coghlan 2 ambientes amplios toilette 55 mts,/departamento-en-venta-en-belgrano-2-ambientes--6779982
14,498000,NaN,118,3,3,8,Gorostiaga 2200,Belgrano,,TORRE EL CRUCERO - 4 amb c/dependencia,/departamento-en-venta-en-belgrano-4-ambientes--8119402
15,NaN,NaN,49,1,,0,Jose A Cabrera 3500,Barrio Norte,,EMPRENDIMIENTO EN PLENO BARRIO NORTE - CABRERA Y BULNES - UNIVERSIDAD DE PALERMO,/departamento-en-venta-en-barrio-norte-2-ambientes--10335277
16,165000,11500,85,3,1,60,"Av Cabildo 600, Piso 2",Belgrano,,4 ambientes contrafrente a balcon vista jardines baño y toil + baño de servicio lavadero indep.,/departamento-en-venta-en-belgrano-4-ambientes--10793863
17,56000,3000,37,1,1,45,"Tte Gral Juan D Peron 4100, Piso 7",Parque Centenario,,Oportunidad!!!!Departamento 2 Amb Lateral 37 m² Frente Al Hospital Italiano,/departamento-en-venta-en-parque-centenario-2-ambientes--8117902
18,105000,NaN,42,1,1,12,Monroe 4800,Villa Urquiza,,Semipiso 2 amb con balcon al frente en piso alto y cochera,/departamento-en-venta-en-villa-urquiza-2-ambientes--6672731
19,33000,NaN,51,1,2,,Franklin D Roosevelt 5700,Villa Urquiza,,Boulevard Roosevelt,/departamento-en-venta-en-villa-urquiza-2-ambientes--10797737
0,22000,NaN,40,0,1,,Franklin D Roosevelt 5700,Villa Urquiza,,Boulevard Roosevelt,/departamento-en-venta-en-villa-urquiza-1-ambiente--10797735
1,415700,NaN,"97,40",3,2,,"Suarez 1700, Piso 14",Barracas,,CANVAS BARRACAS,/departamento-en-venta-en-barracas--10798290
2,42000,3600,19,0,1,50,Nicolas Rodriguez Peña 400,Barrio Norte,,"Departamento Monoambiente en VENTA, Zona Centro Capital Federal",/departamento-en-venta-en-barrio-norte-1-ambiente--10798647
3,174000,12000,120,3,2,,"Misiones 100, Piso 2",Balvanera,,"SEMIPISO DE 4 AMBIENTES EN VENTA, ZONA BALVANERA",/departamento-en-venta-en-balvanera-4-ambientes--9053660
4,99000,NaN,37,0,1,10,"Av F Beiro 3300, Piso 9",Villa del Parque,,Monoambiente divisible con balcon terraza.,/departamento-en-venta-en-villa-del-parque-1-ambiente--10799006
5,219900,NaN,"67,15",2,2,5,Ing Antonio Arcos 2700,Belgrano,,Excte 3 amb - balc al fte- 2 baños- cochera- sum c parr- piscina,/departamento-en-venta-en-belgrano-3-ambientes--10804355
6,84000,4300,40,1,1,45,"AV. DE LOS INCAS 5100, Piso 1",Villa Urquiza,,DOS AMBIENTES LATERAL MUY LUMINOSO CON BALCON FRANCES,/departamento-en-venta-en-villa-urquiza-2-ambientes--6055129
